Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()
18346.1216	-61.05481604	-42.51778745	-31.71970232	-25.43631923	-22.90340247	2.26E-05	2.01E-05	1.79E-05	1.59E-05	1.45E-05
18346.92365	-61.24469188	-42.57342333	-31.88702859	-25.44355692	-22.98392052	2.25E-05	2.00E-05	1.78E-05	1.59E-05	1.45E-05
18347.72565	-61.00441188	-42.44869169	-31.71215546	-25.09551214	-23.17420451	2.25E-05	2.00E-05	1.79E-05	1.59E-05	1.46E-05
18348.52763	-61.18127363	-42.50817519	-31.97151252	-25.19795268	-23.03712737	2.25E-05	2.01E-05	1.78E-05	1.59E-05	1.46E-05
18349.3297	-61.1627386	-42.4178971	-31.8554412	-25.28658169	-23.08718109	2.25E-05	2.01E-05	1.78E-05	1.59E-05	1.44E-05
18350.13178	-61.1077171	-42.4077955	-31.67840711	-25.29823816	-23.1419097	2.25E-05	2.01E-05	1.78E-05	1.59E-05	1.46E-05
18350.93376	-61.30005826	-42.40874019	-31.65031329	-25.42386133	-22.97576157	2.25E-05	2.01E-05	1.77E-05	1.58E-05	1.48E-05
18351.7358	-61.15398859	-42.58066597	-31.70951111	-25.31250445	-22.55089417	2.25E-05	2.01E-05	1.79E-05	1.58E-05	1.47E-05
18352.53784	-61.1797404	-42.45971363	-31.71361816	-25.46360913	-22.9295533	2.25E-05	2.01E-05	1.79E-05	1.59E-05	1.45E-05
18353.33985	-61.27501165	-42.48187732	-31.91986075	-25.52083828	-22.98744436	2.25E-05	2.01E-05	1.78E-05	1.59E-05	1.47E-05
18354.14196	-61.20723932	-42.5761797	-31.80654784	-25.62275655	-22.7106063	2.25E-05	2.01E-05	1.78E-05	1.60E-05	1.46E-05
18354.94404	-61.14537826	-42.58319526	-31.62760328	-25.59151109	-23.01087558	2.26E-05	2.01E-05	1.79E-05	1.60E-05	1.45E-05
18355.74608	-61.18297073	-42.54831769	-31.85340048	-25.65818057	-23.16402735	2.26E-05	2.01E-05	1.78E-05	1.59E-05	1.45E-05
18356.5481	-61.16914703	-42.45706499	-31.73399347	-25.45248372	-23.21612036	2.26E-05	2.01E-05	1.78E-05	1.59E-05	1.48E-05
18357.35005	-61.21372441	-42.59043843	-31.65072554	-25.64279292	-23.1694625	2.26E-05	2.01E-05	1.79E-05	1.59E-05	1.47E-05
18358.1521	-61.2719752	-42.53117431	-31.67689983	-25.468042	-22.87044186	2.26E-05	2.01E-05	1.80E-05	1.59E-05	1.47E-05
18358.95414	-61.24009412	-42.50963835	-31.70222005	-25.25965226	-22.71653279	2.26E-05	2.01E-05	1.79E-05	1.61E-05	1.43E-05
18359.75616	-61.31592244	-42.5568275	-31.68773887	-25.35719403	-23.22265047	2.26E-05	2.00E-05	1.79E-05	1.59E-05	1.47E-05
18360.55823	-61.27102332	-42.54758341	-32.02150594	-25.27135834	-23.3381556	2.26E-05	2.02E-05	1.79E-05	1.59E-05	1.48E-05
18361.36039	-61.27486229	-42.63266748	-31.73138431	-25.57587701	-23.01429132	2.26E-05	2.01E-05	1.78E-05	1.58E-05	1.47E-05
18362.16247	-61.17895334	-42.63870881	-31.84803601	-25.5694142	-23.1169685	2.26E-05	2.01E-05	1.78E-05	1.58E-05	1.47E-05
18362.96455	-61.34053967	-42.53799368	-31.93956001	-25.48935417	-23.11900495	2.26E-05	2.02E-05	1.78E-05	1.60E-05	1.47E-05
18363.76656	-61.44415093	-42.64801168	-31.81341841	-25.45141487	-22.98576238	2.26E-05	2.01E-05	1.79E-05	1.59E-05	1.47E-05
18364.56863	-61.31480364	-42.5799873	-31.83578448	-25.6511246	-23.055406	2.26E-05	2.01E-05	1.79E-05	1.59E-05	1.47E-05
18365.3707	-61.28873725	-42.62077576	-31.77059307	-25.84594381	-22.97973125	2.26E-05	2.01E-05	1.79E-05	1.58E-05	1.48E-05
18366.17275	-61.36716354	-42.52793171	-31.93133099	-25.51763844	-22.65007482	2.26E-05	2.02E-05	1.80E-05	1.59E-05	1.46E-05
18366.97485	-61.39098869	-42.57740169	-31.79512468	-25.41711857	-23.0741866	2.26E-05	2.02E-05	1.80E-05	1.59E-05	1.47E-05
18367.77683	-61.3787547	-42.80197057	-31.87051237	-25.3238834	-23.36761697	2.26E-05	2.02E-05	1.78E-05	1.58E-05	1.45E-05
18368.5789	-61.38203864	-42.67070846	-31.87948163	-25.54386052	-23.01489296	2.26E-05	2.02E-05	1.79E-05	1.60E-05	1.47E-05
18369.38095	-61.33826668	-42.67578424	-31.97797445	-25.70636435	-23.04804024	2.26E-05	2.01E-05	1.79E-05	1.59E-05	1.47E-05
18370.18293	-61.3612894	-42.68187629	-31.70173081	-25.53697643	-23.04619293	2.26E-05	2.02E-05	1.80E-05	1.59E-05	1.46E-05
18370.985	-61.4580067	-42.56075172	-31.92323976	-25.68911674	-23.03798884	2.26E-05	2.01E-05	1.79E-05	1.60E-05	1.46E-05
18371.78704	-61.46197305	-42.68738628	-31.95421281	-25.57372792	-23.19134638	2.26E-05	2.02E-05	1.80E-05	1.60E-05	1.47E-05
18372.58913	-61.44884312	-42.63206115	-31.93530348	-25.65843979	-22.81886045	2.26E-05	2.02E-05	1.79E-05	1.61E-05	1.46E-05
18373.3912	-61.48281136	-42.67789248	-31.73117371	-25.34950608	-23.2870754	2.26E-05	2.02E-05	1.80E-05	1.61E-05	1.46E-05
18374.19323	-61.45223076	-42.63857688	-31.67180686	-25.62134451	-22.98974924	2.27E-05	2.02E-05	1.79E-05	1.60E-05	1.48E-05
18374.99529	-61.53354424	-42.81146974	-31.60482716	-25.46190125	-23.23111253	2.26E-05	2.02E-05	1.80E-05	1.58E-05	1.47E-05
18375.79734	-61.60639401	-42.64236519	-31.95285724	-25.5543092	-23.22392276	2.26E-05	2.03E-05	1.80E-05	1.60E-05	1.46E-05
18376.5994	-61.58508973	-42.72025463	-31.9456497	-25.64269772	-23.35566277	2.26E-05	2.02E-05	1.79E-05	1.60E-05	1.47E-05
18377.40145	-61.41782195	-42.62461496	-31.87297684	-25.67452013	-23.07020489	2.27E-05	2.02E-05	1.80E-05	1.60E-05	1.47E-05
18378.20338	-61.65283162	-42.74180285	-31.75730468	-25.52210095	-23.26071027	2.27E-05	2.02E-05	1.80E-05	1.58E-05	1.46E-05
18379.00538	-61.44869039	-42.72297746	-31.93293042	-25.26836769	-23.07281329	2.27E-05	2.02E-05	1.79E-05	1.60E-05	1.46E-05
18379.80744	-61.5464967	-42.69157966	-31.82847037	-25.74713746	-23.30406768	2.26E-05	2.03E-05	1.80E-05	1.59E-05	1.48E-05
18380.6095	-61.61754995	-42.80975035	-31.89211267	-25.64607312	-22.99250777	2.27E-05	2.02E-05	1.80E-05	1.60E-05	1.46E-05
18381.41159	-61.59082605	-42.77350461	-31.87663186	-25.42101864	-23.08380747	2.27E-05	2.02E-05	1.80E-05	1.60E-05	1.46E-05
18382.21368	-61.58475083	-42.71849551	-32.03110591	-25.496505	-23.22747325	2.27E-05	2.03E-05	1.80E-05	1.60E-05	1.48E-05
18383.01573	-61.39952353	-42.59032173	-31.80791375	-25.46215837	-22.85794722	2.27E-05	2.03E-05	1.81E-05	1.61E-05	1.46E-05
18383.81779	-61.5243145	-42.82620179	-31.92862482	-25.52214769	-23.12433958	2.27E-05	2.02E-05	1.80E-05	1.61E-05	1.47E-05
18384.61974	-61.59588116	-42.72148607	-31.94918896	-25.73102609	-23.28759598	2.27E-05	2.03E-05	1.80E-05	1.59E-05	1.47E-05
18385.42175	-61.58894318	-42.77186207	-31.99160401	-25.82344718	-22.7926178	2.27E-05	2.03E-05	1.80E-05	1.58E-05	1.47E-05
18386.22374	-61.57178011	-42.68388646	-31.96918324	-25.68018801	-23.30726242	2.27E-05	2.03E-05	1.80E-05	1.61E-05	1.48E-05
18387.02585	-61.63435053	-42.78503414	-31.69112797	-25.83148937	-23.22192829	2.27E-05	2.02E-05	1.80E-05	1.59E-05	1.48E-05
18387.82789	-61.57612564	-42.79214419	-31.86077491	-25.56227254	-23.00804086	2.28E-05	2.03E-05	1.80E-05	1.60E-05	1.47E-05
18388.62981	-61.69388366	-42.86750132	-31.89520133	-25.82677599	-23.13101423	2.27E-05	2.02E-05	1.80E-05	1.60E-05	1.47E-05
18389.43186	-61.71554525	-42.74562483	-31.72841231	-25.40467251	-23.29839342	2.27E-05	2.03E-05	1.81E-05	1.60E-05	1.47E-05
18390.23385	-61.72239627	-42.69315963	-31.72092536	-25.74570504	-22.98809961	2.27E-05	2.02E-05	1.81E-05	1.61E-05	1.47E-05
18391.0359	-61.66889176	-42.71221549	-32.01446154	-25.49772429	-23.47442517	2.28E-05	2.03E-05	1.80E-05	1.60E-05	1.48E-05
18391.83794	-61.76460635	-42.77093921	-32.00658446	-25.67517715	-23.27362711	2.27E-05	2.03E-05	1.80E-05	1.60E-05	1.48E-05
18392.64003	-61.63854244	-42.81347078	-31.85992447	-25.4821997	-23.09883746	2.28E-05	2.03E-05	1.80E-05	1.60E-05	1.47E-05
18393.44204	-61.6026737	-42.82746548	-31.95815326	-25.59518974	-23.16471186	2.28E-05	2.03E-05	1.80E-05	1.61E-05	1.46E-05
18394.24409	-61.71868715	-42.81998291	-31.93046335	-25.87902038	-22.83779394	2.28E-05	2.03E-05	1.80E-05	1.60E-05	1.47E-05
18395.04614	-61.63093201	-42.81716462	-32.06065902	-25.66061927	-23.42473512	2.28E-05	2.02E-05	1.80E-05	1.60E-05	1.47E-05
18395.84815	-61.79912302	-42.82673335	-31.79988796	-25.53512692	-23.1246963	2.28E-05	2.03E-05	1.81E-05	1.60E-05	1.47E-05
18396.65017	-61.67672945	-42.81603293	-32.06044733	-25.76875411	-23.4153954	2.27E-05	2.03E-05	1.80E-05	1.61E-05	1.45E-05
18397.45216	-61.7306834	-42.81844755	-32.00493129	-25.56623472	-23.25176192	2.28E-05	2.03E-05	1.81E-05	1.61E-05	1.47E-05
18398.2542	-61.70868314	-42.78135296	-32.09208574	-25.59369439	-23.41538906	2.28E-05	2.03E-05	1.80E-05	1.60E-05	1.48E-05
18399.05621	-61.72888949	-42.95253888	-32.07865321	-25.64008779	-23.35265469	2.28E-05	2.03E-05	1.81E-05	1.61E-05	1.48E-05
18399.85826	-61.70732727	-42.9027643	-31.9352362	-25.43226981	-23.06576776	2.28E-05	2.03E-05	1.81E-05	1.61E-05	1.49E-05
18400.66035	-61.7360199	-42.85624997	-32.02049122	-25.85827926	-23.32322124	2.28E-05	2.04E-05	1.81E-05	1.61E-05	1.48E-05
18401.46232	-61.68644425	-42.86703596	-32.08318662	-25.70496194	-23.50969599	2.28E-05	2.04E-05	1.80E-05	1.61E-05	1.47E-05
18402.26438	-61.79643804	-42.89429322	-31.97739364	-25.49263347	-23.41231101	2.28E-05	2.03E-05	1.81E-05	1.62E-05	1.47E-05
18403.06644	-61.81920681	-43.02181135	-32.13704114	-25.58730764	-23.39159493	2.28E-05	2.03E-05	1.81E-05	1.60E-05	1.47E-05
18403.86848	-61.79820512	-42.9129952	-31.92112994	-25.6669328	-23.33706168	2.28E-05	2.04E-05	1.80E-05	1.60E-05	1.47E-05
18404.67057	-61.79516993	-42.92148915	-31.94215114	-25.42945623	-23.00176157	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.47E-05
18405.47249	-61.80642769	-42.84190381	-32.13801497	-25.60588069	-23.16111536	2.28E-05	2.04E-05	1.81E-05	1.60E-05	1.47E-05
18406.27445	-61.70795707	-42.88274645	-32.01542491	-25.5586281	-23.18273468	2.28E-05	2.03E-05	1.81E-05	1.60E-05	1.49E-05
18407.07647	-61.74371159	-42.90619367	-32.0790468	-25.67150999	-23.21886575	2.29E-05	2.03E-05	1.81E-05	1.60E-05	1.50E-05
18407.87853	-61.85231936	-42.80856536	-32.01303177	-25.68123714	-23.23344571	2.29E-05	2.03E-05	1.81E-05	1.61E-05	1.47E-05
18408.68059	-61.99340146	-43.03805023	-32.00387276	-25.62084024	-23.07752753	2.28E-05	2.03E-05	1.81E-05	1.61E-05	1.47E-05
18409.48262	-61.90921075	-42.97294617	-32.12484345	-25.60924888	-23.38114507	2.28E-05	2.04E-05	1.81E-05	1.60E-05	1.49E-05
18410.28466	-61.85575794	-42.94774485	-31.90514198	-25.78096088	-23.16522926	2.29E-05	2.04E-05	1.81E-05	1.60E-05	1.48E-05
18411.08676	-61.8615371	-42.87217766	-31.94335528	-25.76792684	-23.2949279	2.29E-05	2.04E-05	1.81E-05	1.60E-05	1.47E-05
18411.88879	-61.84647444	-42.85887635	-32.13939834	-25.78878389	-23.4270684	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.46E-05
18412.6909	-61.79125219	-42.86070646	-32.02130127	-25.50493294	-23.28648296	2.29E-05	2.04E-05	1.81E-05	1.62E-05	1.48E-05
18413.49296	-61.8983209	-42.97882179	-32.08794265	-25.75544419	-23.31961426	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.47E-05
18414.29502	-61.86815093	-42.98225136	-32.22316557	-25.52331668	-23.29380786	2.29E-05	2.04E-05	1.82E-05	1.62E-05	1.47E-05
18415.09706	-61.93606097	-42.96420302	-31.89308671	-25.84675476	-23.09294695	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.49E-05
18415.89902	-61.95809796	-42.96145263	-32.01959789	-25.50297445	-23.25600362	2.29E-05	2.04E-05	1.82E-05	1.60E-05	1.47E-05
18416.70106	-61.85742478	-42.98487525	-31.9826691	-25.7111274	-23.1221071	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.47E-05
18417.50304	-61.96976409	-42.96741866	-32.0776195	-25.81782551	-23.38745009	2.29E-05	2.04E-05	1.81E-05	1.60E-05	1.50E-05
18418.30507	-62.00300017	-42.99868089	-32.05533471	-25.69643406	-23.15910009	2.29E-05	2.04E-05	1.82E-05	1.62E-05	1.48E-05
18419.10716	-62.02620312	-42.92391598	-32.11424642	-25.55404827	-23.55041168	2.29E-05	2.05E-05	1.82E-05	1.61E-05	1.47E-05
18419.90918	-62.1326518	-42.96981274	-32.04283798	-25.62302693	-23.20194498	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.48E-05
18420.71129	-62.02972795	-43.0372453	-32.07504629	-25.79257048	-22.81935425	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.49E-05
18421.5134	-61.97089333	-42.97225431	-32.01347643	-25.49259202	-23.43179778	2.29E-05	2.04E-05	1.82E-05	1.62E-05	1.49E-05
18422.31544	-62.01255146	-42.90843367	-32.06831237	-25.8223817	-23.2968194	2.29E-05	2.04E-05	1.81E-05	1.61E-05	1.47E-05
18423.11749	-62.06807803	-43.03681882	-32.24993175	-25.69414671	-23.32966157	2.29E-05	2.05E-05	1.81E-05	1.61E-05	1.48E-05
18423.91945	-62.06015725	-43.04564051	-32.15163833	-25.89822116	-23.23042517	2.29E-05	2.04E-05	1.81E-05	1.62E-05	1.48E-05
18424.72144	-62.02097638	-43.07008823	-32.06460347	-25.71692093	-23.51369492	2.29E-05	2.04E-05	1.82E-05	1.63E-05	1.48E-05
18425.52354	-62.0969758	-43.08361296	-32.1241722	-25.64196573	-23.13608466	2.29E-05	2.04E-05	1.81E-05	1.62E-05	1.49E-05
18426.3256	-62.01280339	-43.13943834	-32.15187112	-25.66684948	-23.3294967	2.29E-05	2.04E-05	1.81E-05	1.63E-05	1.48E-05
18427.12769	-62.09296925	-43.04585858	-32.13915958	-25.64991877	-23.35706677	2.29E-05	2.05E-05	1.82E-05	1.62E-05	1.47E-05
18427.92972	-62.11353971	-43.18592784	-31.95442811	-25.66523209	-23.39872891	2.29E-05	2.04E-05	1.82E-05	1.61E-05	1.49E-05
18428.73171	-62.07104588	-43.09795257	-32.181966	-25.76786313	-23.16394563	2.29E-05	2.05E-05	1.81E-05	1.62E-05	1.48E-05
18429.53371	-62.1441079	-43.2579255	-32.23758142	-25.74560115	-23.15781619	2.29E-05	2.04E-05	1.81E-05	1.62E-05	1.48E-05
18430.33578	-62.09621016	-43.11142013	-32.17643592	-25.78520067	-23.44055057	2.29E-05	2.04E-05	1.82E-05	1.61E-05	1.48E-05
18431.13781	-62.15042682	-43.17189642	-32.01073622	-25.74062887	-23.16458729	2.29E-05	2.05E-05	1.82E-05	1.61E-05	1.49E-05
18431.93983	-62.16802649	-43.01395593	-32.17470268	-25.65560665	-23.34318433	2.29E-05	2.05E-05	1.81E-05	1.62E-05	1.49E-05
18432.7419	-62.11367456	-43.20230394	-32.11780921	-25.80648879	-23.4254073	2.30E-05	2.04E-05	1.82E-05	1.62E-05	1.50E-05
18433.54396	-62.16598584	-43.22700096	-32.35565233	-25.55936605	-23.31289777	2.29E-05	2.05E-05	1.82E-05	1.61E-05	1.48E-05
18434.34607	-62.21284627	-43.07661948	-32.34674197	-25.6152576	-23.45913694	2.29E-05	2.05E-05	1.82E-05	1.62E-05	1.48E-05
18435.14813	-62.14239057	-43.07309529	-32.14239272	-25.71931644	-23.11034873	2.30E-05	2.04E-05	1.83E-05	1.62E-05	1.48E-05
18435.95016	-62.21636028	-43.1478568	-32.281121	-25.88807715	-23.04396296	2.29E-05	2.05E-05	1.82E-05	1.61E-05	1.48E-05
18436.75224	-62.17748058	-43.12296505	-32.28058035	-25.90098188	-23.22814298	2.30E-05	2.04E-05	1.82E-05	1.61E-05	1.51E-05
18437.5543	-62.14038781	-43.24273256	-32.19062078	-25.75172158	-23.25659648	2.30E-05	2.05E-05	1.82E-05	1.61E-05	1.49E-05
18438.35637	-62.16114276	-43.1712715	-32.24419864	-25.99820984	-23.10263179	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.48E-05
18439.15844	-62.22016901	-43.21521267	-32.05880201	-25.85282833	-23.05636397	2.29E-05	2.05E-05	1.82E-05	1.62E-05	1.49E-05
18439.96045	-62.23485729	-43.09165116	-32.40056852	-25.67466873	-23.2996069	2.30E-05	2.05E-05	1.83E-05	1.61E-05	1.50E-05
18440.76249	-62.29007971	-43.19831624	-32.27893907	-25.95744081	-23.71709235	2.29E-05	2.05E-05	1.82E-05	1.61E-05	1.49E-05
18441.56462	-62.21299197	-43.12604096	-32.4431683	-25.73130239	-23.10065341	2.30E-05	2.05E-05	1.83E-05	1.62E-05	1.48E-05
18442.36669	-62.34425469	-43.09975762	-32.24434097	-25.8795644	-23.41262254	2.30E-05	2.06E-05	1.82E-05	1.62E-05	1.50E-05
18443.16875	-62.27723784	-43.13354431	-32.21186105	-25.57442938	-23.15220678	2.30E-05	2.06E-05	1.82E-05	1.61E-05	1.49E-05
18443.97082	-62.23211922	-43.19223725	-32.2951829	-26.00991587	-23.59604484	2.30E-05	2.05E-05	1.83E-05	1.62E-05	1.47E-05
18444.77292	-62.32590903	-43.15027661	-32.29513766	-25.80976774	-23.20256882	2.30E-05	2.05E-05	1.83E-05	1.62E-05	1.47E-05
18445.57491	-62.26368434	-43.29078858	-32.06927117	-25.73797388	-23.19409739	2.30E-05	2.05E-05	1.83E-05	1.61E-05	1.50E-05
18446.37699	-62.36899131	-43.23014499	-32.20485444	-25.88307038	-23.33878819	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.49E-05
18447.17912	-62.25129467	-43.36598101	-32.45024506	-25.87396625	-23.42691477	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.49E-05
18447.98117	-62.2693107	-43.26589678	-32.18663807	-25.80971118	-23.40651977	2.30E-05	2.04E-05	1.83E-05	1.62E-05	1.48E-05
18448.78316	-62.36643434	-43.29629653	-32.42731614	-25.68558944	-23.42209522	2.30E-05	2.06E-05	1.83E-05	1.62E-05	1.48E-05
18449.58513	-62.27493579	-43.28906445	-32.32622753	-25.6242255	-23.54845073	2.30E-05	2.04E-05	1.82E-05	1.61E-05	1.48E-05
18450.38715	-62.30532758	-43.3288558	-32.41507316	-25.82634154	-23.4464044	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.48E-05
18451.18922	-62.33522955	-43.2094015	-32.32466447	-25.91917356	-23.37313884	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.48E-05
18451.99126	-62.35157713	-43.19045731	-32.38701897	-25.77439577	-23.1902659	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.50E-05
18452.79329	-62.38165733	-43.2126368	-32.27196633	-25.83965731	-22.96295196	2.30E-05	2.06E-05	1.83E-05	1.61E-05	1.51E-05
18453.59532	-62.41733684	-43.2832409	-32.49965491	-25.90326471	-23.54651898	2.30E-05	2.05E-05	1.83E-05	1.62E-05	1.50E-05
18454.39733	-62.37747958	-43.33033139	-32.39451818	-25.71010427	-23.27563384	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.50E-05
18455.19937	-62.46636455	-43.34096251	-32.31637102	-25.71562141	-23.40925501	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.49E-05
18456.00145	-62.45776311	-43.33185698	-32.15783331	-25.78779997	-23.44395127	2.30E-05	2.05E-05	1.82E-05	1.63E-05	1.49E-05
18456.80352	-62.33217924	-43.33435483	-32.26461869	-25.98729493	-23.1443084	2.30E-05	2.06E-05	1.83E-05	1.61E-05	1.50E-05
18457.60556	-62.4708261	-43.29595069	-32.22682689	-25.86286891	-23.31770466	2.30E-05	2.05E-05	1.83E-05	1.61E-05	1.50E-05
18458.4076	-62.51202441	-43.30141217	-32.24430987	-26.16049825	-23.50272887	2.30E-05	2.06E-05	1.84E-05	1.62E-05	1.49E-05
18459.20965	-62.34974259	-43.27352026	-32.36095976	-25.58607029	-23.37596093	2.30E-05	2.05E-05	1.83E-05	1.63E-05	1.49E-05
18460.01168	-62.4708874	-43.38714265	-32.26441588	-26.06704039	-23.51130208	2.30E-05	2.05E-05	1.83E-05	1.61E-05	1.50E-05
18460.81368	-62.42269653	-43.27457758	-32.3137071	-26.12174835	-23.6010829	2.30E-05	2.05E-05	1.83E-05	1.62E-05	1.49E-05
18461.61581	-62.39900191	-43.34817024	-32.30127292	-25.90962407	-23.46787921	2.30E-05	2.06E-05	1.84E-05	1.63E-05	1.50E-05
18462.41787	-62.51850602	-43.33559446	-32.24855429	-25.83548231	-23.47118152	2.30E-05	2.05E-05	1.83E-05	1.63E-05	1.49E-05
18463.21999	-62.47161722	-43.3671144	-32.50333621	-25.75177876	-23.22890405	2.30E-05	2.05E-05	1.82E-05	1.62E-05	1.51E-05
18464.02204	-62.42931208	-43.46954965	-32.16617831	-25.77912644	-23.42381235	2.31E-05	2.05E-05	1.83E-05	1.62E-05	1.49E-05
18464.82401	-62.53546808	-43.33646228	-32.53311521	-25.75323076	-23.48859859	2.30E-05	2.05E-05	1.83E-05	1.63E-05	1.50E-05
18465.62607	-62.49496543	-43.29361082	-32.41569535	-25.86345337	-23.23229181	2.30E-05	2.05E-05	1.83E-05	1.62E-05	1.51E-05
18466.42811	-62.54983749	-43.28468309	-32.28742501	-26.0010594	-23.66768258	2.31E-05	2.05E-05	1.83E-05	1.62E-05	1.51E-05
18467.23017	-62.57539419	-43.42654545	-32.28958563	-25.90807021	-23.44963835	2.30E-05	2.06E-05	1.83E-05	1.62E-05	1.51E-05
18468.03227	-62.50850025	-43.37623404	-32.46915512	-25.99784494	-23.57141628	2.30E-05	2.06E-05	1.83E-05	1.62E-05	1.50E-05
18468.83433	-62.56872273	-43.4380822	-32.46566516	-25.89623127	-23.61819997	2.30E-05	2.06E-05	1.83E-05	1.61E-05	1.48E-05
18469.63634	-62.59048812	-43.45531489	-32.30281311	-26.14763776	-23.58156603	2.30E-05	2.05E-05	1.82E-05	1.61E-05	1.49E-05
18470.43834	-62.58486385	-43.38886772	-32.2756815	-26.11978259	-23.61547795	2.30E-05	2.05E-05	1.83E-05	1.61E-05	1.50E-05
18471.24044	-62.57533388	-43.50229114	-32.40420506	-25.92670487	-23.59691907	2.31E-05	2.05E-05	1.83E-05	1.63E-05	1.49E-05
18472.04248	-62.54880813	-43.34645834	-32.47820694	-25.96512284	-23.33113887	2.30E-05	2.06E-05	1.83E-05	1.62E-05	1.50E-05
18472.84453	-62.53586304	-43.29795613	-32.41490853	-26.25975059	-23.35608531	2.31E-05	2.06E-05	1.84E-05	1.62E-05	1.50E-05
18473.64658	-62.48482304	-43.41618002	-32.32904713	-25.99338216	-23.24402905	2.31E-05	2.06E-05	1.84E-05	1.64E-05	1.49E-05
18474.44862	-62.59635269	-43.56207974	-32.4220018	-25.94971345	-23.41296035	2.31E-05	2.05E-05	1.83E-05	1.62E-05	1.50E-05
18475.25069	-62.6388351	-43.33751848	-32.39163755	-26.01263453	-23.42524694	2.30E-05	2.06E-05	1.84E-05	1.62E-05	1.50E-05
18476.05279	-62.54172328	-43.55038366	-32.45306185	-25.87241319	-23.3455019	2.31E-05	2.06E-05	1.82E-05	1.62E-05	1.50E-05
18476.85483	-62.58135186	-43.49918061	-32.47848416	-25.93685013	-23.69438101	2.30E-05	2.06E-05	1.84E-05	1.62E-05	1.48E-05
18477.65689	-62.66995246	-43.40900162	-32.46315742	-25.89986962	-23.64909337	2.31E-05	2.06E-05	1.83E-05	1.63E-05	1.49E-05
18478.45889	-62.68365612	-43.61148001	-32.3669904	-26.0255211	-23.38568182	2.30E-05	2.06E-05	1.83E-05	1.63E-05	1.50E-05
18479.26085	-62.61521864	-43.41474169	-32.46632425	-26.07467062	-23.6652904	2.31E-05	2.06E-05	1.83E-05	1.63E-05	1.49E-05
18480.06292	-62.65036894	-43.36038342	-32.3676264	-25.8815758	-23.75059492	2.31E-05	2.06E-05	1.83E-05	1.64E-05	1.50E-05
18480.86494	-62.63682024	-43.53135725	-32.45688457	-25.85127024	-23.26371862	2.31E-05	2.06E-05	1.83E-05	1.61E-05	1.50E-05
18481.66708	-62.58979967	-43.56627977	-32.36904495	-26.06041682	-23.64862528	2.31E-05	2.07E-05	1.84E-05	1.64E-05	1.49E-05
18482.46913	-62.63872985	-43.41918204	-32.40804297	-26.04659608	-23.58396263	2.31E-05	2.05E-05	1.82E-05	1.63E-05	1.50E-05
18483.27117	-62.67693248	-43.49320893	-32.5585887	-26.07045498	-23.40745622	2.30E-05	2.06E-05	1.83E-05	1.63E-05	1.50E-05
18484.07317	-62.77223095	-43.42662242	-32.43639726	-26.32128225	-23.43036084	2.30E-05	2.05E-05	1.83E-05	1.63E-05	1.49E-05
18484.8752	-62.58598544	-43.55772211	-32.63463848	-25.94316741	-23.55993546	2.31E-05	2.06E-05	1.83E-05	1.63E-05	1.49E-05
18485.67717	-62.73093007	-43.41873391	-32.3917045	-25.96768399	-23.48509606	2.31E-05	2.07E-05	1.84E-05	1.62E-05	1.50E-05
18486.47922	-62.76807238	-43.37322648	-32.48339519	-25.94885742	-23.59838403	2.30E-05	2.07E-05	1.83E-05	1.63E-05	1.50E-05
18487.2813	-62.6746058	-43.5833285	-32.58612714	-26.02749656	-23.50029687	2.31E-05	2.07E-05	1.83E-05	1.63E-05	1.50E-05
18488.08335	-62.73265531	-43.37403956	-32.6073947	-26.28321281	-23.78229699	2.31E-05	2.07E-05	1.84E-05	1.62E-05	1.51E-05
18488.8854	-62.82346753	-43.43167906	-32.42882641	-26.00215086	-23.56515513	2.31E-05	2.07E-05	1.83E-05	1.63E-05	1.49E-05
18489.68743	-62.70240835	-43.45741699	-32.49742216	-25.92960779	-23.61928054	2.31E-05	2.07E-05	1.84E-05	1.63E-05	1.49E-05
18490.48949	-62.76332888	-43.57569853	-32.58752207	-26.03176494	-23.50581224	2.31E-05	2.07E-05	1.84E-05	1.64E-05	1.50E-05
18491.29154	-62.73761382	-43.48846858	-32.56413409	-26.12544748	-23.57851593	2.31E-05	2.06E-05	1.84E-05	1.63E-05	1.50E-05
