Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()
18492.09353	-62.70181234	-43.45424286	-32.77419672	-26.12228938	-23.38139213	2.31E-05	2.07E-05	1.82E-05	1.63E-05	1.50E-05
18492.89565	-62.76067355	-43.52024628	-32.47472154	-25.95568394	-23.20874875	2.31E-05	2.06E-05	1.83E-05	1.62E-05	1.51E-05
18493.69761	-62.79893287	-43.54839923	-32.50490951	-26.10008172	-23.66998862	2.31E-05	2.07E-05	1.83E-05	1.64E-05	1.50E-05
18494.49962	-62.67790375	-43.54791587	-32.46420649	-26.03369753	-23.31135277	2.31E-05	2.07E-05	1.83E-05	1.63E-05	1.50E-05
18495.3017	-62.62422351	-43.74285731	-32.53800806	-26.02922555	-23.42809554	2.31E-05	2.06E-05	1.84E-05	1.63E-05	1.48E-05
18496.10369	-62.78361646	-43.58567076	-32.61712908	-26.09913526	-23.2755995	2.31E-05	2.06E-05	1.83E-05	1.64E-05	1.51E-05
18496.90573	-62.75182528	-43.55562032	-32.64850958	-25.96269002	-23.46414473	2.31E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18497.70779	-62.797099	-43.50592906	-32.51978147	-25.97675931	-23.30906376	2.31E-05	2.07E-05	1.83E-05	1.63E-05	1.51E-05
18498.50981	-62.69603094	-43.52303197	-32.52965422	-25.87474573	-23.46974664	2.31E-05	2.07E-05	1.83E-05	1.66E-05	1.50E-05
18499.31193	-62.76263727	-43.54016061	-32.50779745	-26.13763396	-23.44306426	2.31E-05	2.07E-05	1.84E-05	1.63E-05	1.49E-05
18500.11394	-62.77583601	-43.51490292	-32.49544797	-26.05725985	-23.34812624	2.31E-05	2.07E-05	1.83E-05	1.62E-05	1.50E-05
18500.91598	-62.80076607	-43.69889914	-32.45775235	-25.59340111	-23.64721458	2.31E-05	2.06E-05	1.84E-05	1.63E-05	1.50E-05
18501.71793	-62.7869999	-43.44347768	-32.46243628	-26.01861084	-23.60356982	2.32E-05	2.07E-05	1.83E-05	1.63E-05	1.50E-05
18502.51998	-62.77692716	-43.50664345	-32.67801169	-26.00421177	-23.48654357	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.49E-05
18503.32203	-62.79299364	-43.6404931	-32.58772382	-26.04329304	-23.61198636	2.31E-05	2.06E-05	1.83E-05	1.63E-05	1.51E-05
18504.12404	-62.73331916	-43.48685266	-32.70740654	-25.99350676	-23.31981897	2.31E-05	2.06E-05	1.83E-05	1.63E-05	1.49E-05
18504.92609	-62.75406779	-43.53255975	-32.52290847	-26.26244237	-23.445947	2.32E-05	2.07E-05	1.84E-05	1.62E-05	1.50E-05
18505.72815	-62.8834914	-43.60571714	-32.46210425	-25.80714294	-23.03513473	2.31E-05	2.06E-05	1.83E-05	1.64E-05	1.51E-05
18506.53019	-62.88594764	-43.5314988	-32.57485607	-26.09392449	-23.40598158	2.31E-05	2.07E-05	1.83E-05	1.64E-05	1.49E-05
18507.33224	-62.83646977	-43.67967857	-32.55159364	-26.16480391	-23.46441315	2.32E-05	2.07E-05	1.84E-05	1.62E-05	1.50E-05
18508.13424	-62.91459745	-43.60468773	-32.70910786	-26.13678138	-23.68918712	2.32E-05	2.07E-05	1.83E-05	1.64E-05	1.49E-05
18508.9363	-62.94930741	-43.63187464	-32.58339012	-26.08988449	-23.62290348	2.31E-05	2.06E-05	1.84E-05	1.63E-05	1.51E-05
18509.73838	-62.83259379	-43.59054154	-32.53673665	-26.10336728	-23.74964861	2.32E-05	2.07E-05	1.84E-05	1.62E-05	1.50E-05
18510.54044	-62.78489778	-43.71563969	-32.60338654	-25.80439913	-23.29767264	2.32E-05	2.06E-05	1.84E-05	1.62E-05	1.50E-05
18511.34255	-62.88934948	-43.69540487	-32.60785719	-25.95800024	-23.61508146	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18512.14455	-62.87126783	-43.5376064	-32.4234187	-26.08297797	-23.31316321	2.31E-05	2.07E-05	1.84E-05	1.64E-05	1.51E-05
18512.94657	-62.82678132	-43.54883811	-32.61927108	-26.27033442	-23.31223347	2.32E-05	2.07E-05	1.83E-05	1.63E-05	1.50E-05
18513.74865	-62.81256814	-43.64049807	-32.76728091	-26.18644798	-23.62014583	2.31E-05	2.07E-05	1.84E-05	1.64E-05	1.50E-05
18514.55069	-62.84968952	-43.61754707	-32.47369897	-26.12671477	-23.6412291	2.31E-05	2.07E-05	1.83E-05	1.63E-05	1.50E-05
18515.35277	-62.79965842	-43.73315257	-32.40298319	-25.92569768	-23.50009864	2.32E-05	2.06E-05	1.85E-05	1.63E-05	1.51E-05
18516.15475	-62.87118624	-43.58993828	-32.45364139	-26.10840053	-23.43600255	2.32E-05	2.07E-05	1.84E-05	1.65E-05	1.50E-05
18516.95689	-63.00646553	-43.57654907	-32.64314701	-26.19389475	-23.33964449	2.32E-05	2.07E-05	1.83E-05	1.62E-05	1.52E-05
18517.75891	-62.88569663	-43.62268598	-32.39137208	-26.08445276	-23.41902328	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.51E-05
18518.56099	-62.79805406	-43.6992089	-32.63036695	-25.90581544	-23.46133225	2.32E-05	2.06E-05	1.84E-05	1.62E-05	1.49E-05
18519.36306	-62.86729775	-43.63439496	-32.74870738	-25.87267843	-23.55281658	2.31E-05	2.07E-05	1.83E-05	1.65E-05	1.51E-05
18520.1651	-62.89782526	-43.63935088	-32.61954141	-25.77911083	-23.47815621	2.31E-05	2.07E-05	1.84E-05	1.63E-05	1.49E-05
18520.96713	-62.92360724	-43.48451819	-32.76645066	-26.30664799	-23.64135142	2.32E-05	2.07E-05	1.84E-05	1.64E-05	1.51E-05
18521.7691	-62.84408128	-43.65394369	-32.59169829	-26.09930344	-23.52880029	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.51E-05
18522.57118	-62.94975612	-43.54494683	-32.66001442	-26.07014699	-23.77533203	2.32E-05	2.06E-05	1.83E-05	1.64E-05	1.50E-05
18523.37321	-62.91994855	-43.72633635	-32.70818679	-26.41944808	-23.73100704	2.32E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18524.17524	-62.917511	-43.61340093	-32.6498519	-25.9264349	-23.31081755	2.32E-05	2.08E-05	1.85E-05	1.63E-05	1.50E-05
18524.97729	-62.96175279	-43.64969719	-32.51290863	-26.08058467	-23.76946163	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18525.77934	-62.99926454	-43.5560736	-32.7585042	-26.03410614	-23.78812072	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18526.58141	-62.89286338	-43.69991458	-32.77335266	-26.02115094	-23.55914007	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.52E-05
18527.38353	-63.00335502	-43.70255876	-32.63005029	-26.23383483	-23.83198986	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.51E-05
18528.18553	-62.95253279	-43.62834429	-32.43803165	-25.77930295	-23.50603011	2.32E-05	2.07E-05	1.83E-05	1.64E-05	1.50E-05
18528.98768	-63.01886543	-43.5819715	-32.69762035	-26.0275217	-23.38704387	2.32E-05	2.07E-05	1.84E-05	1.65E-05	1.52E-05
18529.78975	-62.86146044	-43.68940784	-32.64479918	-26.24534227	-23.33848328	2.32E-05	2.07E-05	1.85E-05	1.64E-05	1.50E-05
18530.59185	-62.98699651	-43.55602445	-32.40852381	-26.01307859	-23.5958916	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18531.39393	-62.87466175	-43.78533434	-32.67374219	-26.06792213	-23.78228628	2.32E-05	2.08E-05	1.85E-05	1.63E-05	1.51E-05
18532.19595	-63.02439259	-43.69818109	-32.61657059	-25.87779158	-23.87141097	2.32E-05	2.07E-05	1.85E-05	1.63E-05	1.49E-05
18532.99803	-62.91479446	-43.63107886	-32.52814234	-26.13387133	-23.70253465	2.32E-05	2.08E-05	1.83E-05	1.65E-05	1.52E-05
18533.80003	-62.95015003	-43.72546466	-32.60664495	-25.94142363	-23.67890765	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18534.60213	-63.02507847	-43.55429927	-32.64026131	-26.09366371	-23.32820191	2.32E-05	2.08E-05	1.85E-05	1.65E-05	1.50E-05
18535.40422	-62.92859282	-43.67139177	-32.50909733	-26.21724172	-23.41152754	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.53E-05
18536.20633	-63.00889558	-43.58021021	-32.59844272	-25.94722808	-23.40313655	2.32E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18537.00842	-62.88416226	-43.77129517	-32.74204416	-26.14016651	-23.65939686	2.32E-05	2.07E-05	1.84E-05	1.64E-05	1.52E-05
18537.81043	-62.8944511	-43.62116094	-32.75945784	-26.20783695	-23.64586806	2.32E-05	2.07E-05	1.85E-05	1.64E-05	1.51E-05
18538.61249	-62.98203136	-43.709402	-32.49840306	-26.20661187	-23.62449696	2.32E-05	2.07E-05	1.85E-05	1.64E-05	1.49E-05
18539.41452	-63.03133866	-43.76089932	-32.64607621	-25.82052559	-23.56863993	2.32E-05	2.07E-05	1.84E-05	1.65E-05	1.50E-05
18540.21653	-63.01217007	-43.71024841	-32.41317789	-26.08232822	-23.70116745	2.33E-05	2.07E-05	1.85E-05	1.64E-05	1.52E-05
18541.01857	-63.0968312	-43.63114197	-32.48373235	-26.21026039	-23.7370604	2.32E-05	2.08E-05	1.84E-05	1.65E-05	1.52E-05
18541.82058	-62.95684447	-43.75856325	-32.62089411	-26.35861176	-23.8092466	2.33E-05	2.07E-05	1.84E-05	1.63E-05	1.52E-05
18542.62265	-62.93941631	-43.54296092	-32.84447945	-26.00002742	-23.68599254	2.32E-05	2.08E-05	1.84E-05	1.65E-05	1.51E-05
18543.42472	-62.98885745	-43.73147707	-32.58228526	-26.07946089	-23.78417636	2.32E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18544.22676	-63.01065066	-43.65286726	-32.62562828	-26.05136432	-23.73712419	2.33E-05	2.07E-05	1.83E-05	1.63E-05	1.51E-05
18545.02884	-62.9559809	-43.65330282	-32.76939043	-26.00404038	-23.58651049	2.32E-05	2.07E-05	1.84E-05	1.64E-05	1.49E-05
18545.83083	-63.0022696	-43.6946518	-32.71750827	-26.08505803	-23.75086347	2.32E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18546.63296	-63.0553517	-43.61229492	-32.55621898	-26.31043827	-23.73097756	2.33E-05	2.07E-05	1.84E-05	1.63E-05	1.50E-05
18547.43496	-62.94886177	-43.82732755	-32.35022967	-26.24577395	-23.58584226	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18548.23693	-62.98733214	-43.72568273	-32.8551829	-25.97098615	-23.61514646	2.32E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18549.03903	-63.02285829	-43.59096193	-32.52064194	-26.07797111	-23.51747739	2.32E-05	2.07E-05	1.84E-05	1.64E-05	1.51E-05
18549.8411	-63.01896436	-43.75874543	-32.76846711	-26.17315966	-23.68819911	2.32E-05	2.07E-05	1.85E-05	1.64E-05	1.52E-05
18550.64315	-63.05627843	-43.70372476	-32.59965722	-25.90670988	-23.46081064	2.32E-05	2.08E-05	1.84E-05	1.64E-05	1.53E-05
18551.44515	-63.04591612	-43.73135924	-32.63325329	-26.1838659	-23.40554007	2.32E-05	2.07E-05	1.84E-05	1.64E-05	1.52E-05
18552.24719	-63.06291915	-43.72402081	-32.66138963	-26.16655676	-23.67184006	2.32E-05	2.08E-05	1.86E-05	1.65E-05	1.51E-05
18553.04923	-62.99336024	-43.69098094	-32.51710704	-26.20966339	-23.84927827	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.50E-05
18553.85125	-63.0755944	-43.69936674	-32.59062689	-26.11214287	-23.49920015	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18554.65337	-63.07750066	-43.81118685	-32.69391732	-26.1715477	-23.38572197	2.33E-05	2.07E-05	1.84E-05	1.64E-05	1.49E-05
18555.45542	-63.07086633	-43.54057656	-32.58812335	-26.27067224	-23.22894445	2.33E-05	2.07E-05	1.84E-05	1.65E-05	1.51E-05
18556.25742	-62.94174514	-43.65210579	-32.64591244	-26.19452314	-23.54408417	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.51E-05
18557.05941	-62.99339434	-43.79472929	-32.46545355	-26.0592855	-23.63819623	2.33E-05	2.07E-05	1.85E-05	1.64E-05	1.51E-05
18557.86146	-63.13424214	-43.62375617	-32.68549211	-25.99927834	-23.68573204	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.50E-05
18558.66352	-63.07734347	-43.64908136	-32.43899912	-26.44973064	-23.357679	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.50E-05
18559.46553	-63.06550446	-43.75593333	-32.61271126	-25.88635073	-23.69536478	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.49E-05
18560.26758	-63.0836572	-43.83138698	-32.56716505	-26.3063494	-23.66242853	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18561.06962	-63.12862556	-43.67048194	-32.50924419	-25.9648515	-23.41896102	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18561.87166	-63.16048214	-43.71605355	-32.79885837	-26.16169832	-23.55018273	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.53E-05
18562.67371	-63.01579263	-43.68639369	-32.61248261	-26.27288398	-23.41842751	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18563.47569	-63.09970023	-43.69183754	-32.67159056	-26.21436858	-23.76691666	2.33E-05	2.07E-05	1.84E-05	1.66E-05	1.51E-05
18564.27771	-63.06880214	-43.80281853	-32.50383129	-26.07009432	-23.52895567	2.33E-05	2.07E-05	1.85E-05	1.63E-05	1.51E-05
18565.0798	-63.12168885	-43.66246177	-32.58986723	-26.1412668	-23.67506046	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18565.88187	-63.08716299	-43.47713287	-32.72118776	-26.11370415	-23.8551178	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.51E-05
18566.68394	-63.08534494	-43.66990298	-32.65319673	-26.010385	-23.59413591	2.33E-05	2.07E-05	1.85E-05	1.64E-05	1.52E-05
18567.48601	-63.06153652	-43.71701043	-32.76567219	-25.97256061	-23.38557244	2.33E-05	2.07E-05	1.85E-05	1.63E-05	1.50E-05
18568.28802	-63.10816484	-43.70113788	-32.57423178	-26.18047981	-23.72780489	2.33E-05	2.08E-05	1.84E-05	1.65E-05	1.51E-05
18569.09005	-63.10070779	-43.72393618	-32.58209169	-25.95042731	-23.76349172	2.33E-05	2.07E-05	1.85E-05	1.63E-05	1.49E-05
18569.89209	-63.14771969	-43.67455539	-32.47645303	-26.06267386	-23.67343602	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.51E-05
18570.69413	-63.16591151	-43.72816675	-32.55536815	-25.83336591	-23.50993992	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.52E-05
18571.49616	-63.0961646	-43.68723011	-32.73282283	-26.13526605	-23.4476791	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.50E-05
18572.29827	-63.14438666	-43.75936083	-32.63089656	-25.96801625	-23.21253212	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18573.10036	-63.12622589	-43.72452484	-32.90428201	-26.06255515	-23.486907	2.33E-05	2.08E-05	1.84E-05	1.65E-05	1.51E-05
18573.90238	-63.1136068	-43.58735272	-32.6487932	-26.32527706	-23.48729831	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.53E-05
18574.70445	-63.18494679	-43.72545253	-32.59044452	-26.16431004	-23.42526434	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18575.5064	-63.15271477	-43.77108465	-32.5990003	-26.07976909	-23.28684678	2.33E-05	2.07E-05	1.85E-05	1.64E-05	1.52E-05
18576.30846	-63.06359056	-43.72543037	-32.48652559	-26.06232707	-23.50181634	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18577.11053	-63.07911718	-43.69855381	-32.59112977	-25.96884025	-23.70687215	2.33E-05	2.08E-05	1.86E-05	1.64E-05	1.50E-05
18577.91254	-63.11745352	-43.62970941	-32.50577831	-26.11586806	-23.18192574	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18578.71461	-63.11261358	-43.66290254	-32.71518794	-26.18256077	-23.69416254	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18579.51665	-63.109948	-43.70770507	-32.6153021	-25.93995669	-23.41093897	2.33E-05	2.08E-05	1.85E-05	1.63E-05	1.51E-05
18580.3186	-63.16058324	-43.62068872	-32.63285985	-26.09853862	-23.61548169	2.33E-05	2.08E-05	1.86E-05	1.65E-05	1.51E-05
18581.12065	-63.25371654	-43.77794115	-32.63749647	-26.26110841	-23.3315933	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.52E-05
18581.92266	-63.12224229	-43.70837768	-32.55965353	-25.98420109	-23.27251586	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18582.72472	-63.14629804	-43.83353867	-32.60214827	-26.31580603	-23.41232367	2.33E-05	2.07E-05	1.85E-05	1.64E-05	1.51E-05
18583.52683	-63.09078342	-43.6637376	-32.65860864	-26.02049541	-23.51478708	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
18584.3289	-63.09180946	-43.79605696	-32.65088312	-25.77295009	-23.53263206	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18585.13096	-63.11932742	-43.70525036	-32.6358099	-26.30326142	-23.62211349	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
18585.93295	-63.18680856	-43.76909046	-32.3911245	-26.09500169	-23.23896798	2.33E-05	2.09E-05	1.85E-05	1.63E-05	1.51E-05
18586.73504	-63.01834805	-43.68534621	-32.57009019	-25.90644036	-23.47237397	2.34E-05	2.07E-05	1.84E-05	1.65E-05	1.51E-05
18587.5371	-63.12802505	-43.76978743	-32.68289947	-25.81147876	-23.75262544	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.49E-05
18588.33908	-63.09130586	-43.66132778	-32.51261568	-25.97293381	-23.58732233	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.48E-05
18589.14108	-63.0712921	-43.72569287	-32.40478391	-25.65921518	-23.48771695	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18589.94311	-63.12937058	-43.74712384	-32.6192867	-25.88701935	-23.50057691	2.33E-05	2.08E-05	1.85E-05	1.63E-05	1.51E-05
18590.74517	-63.08506542	-43.76714512	-32.67935644	-25.91085107	-23.56583153	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18591.54727	-63.10268726	-43.68197014	-32.5113245	-25.98989562	-23.5589509	2.33E-05	2.09E-05	1.85E-05	1.64E-05	1.51E-05
18592.34929	-63.22040753	-43.56298321	-32.50714632	-26.33413375	-23.31990172	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18593.15136	-63.08219135	-43.65124194	-32.55703375	-26.06142077	-23.34565536	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18593.95338	-63.0727371	-43.74723528	-32.51138959	-26.22873465	-23.57991013	2.34E-05	2.08E-05	1.86E-05	1.64E-05	1.49E-05
18594.75541	-63.12540117	-43.78895017	-32.64102556	-26.17342058	-23.42569371	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.52E-05
18595.55755	-63.16852545	-43.76601973	-32.82327585	-26.0159428	-23.53142528	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18596.35954	-63.18918104	-43.73682099	-32.603277	-26.0479948	-23.42298489	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18597.16158	-63.16140752	-43.82734752	-32.78069463	-26.2069122	-23.4375648	2.33E-05	2.07E-05	1.86E-05	1.63E-05	1.51E-05
18597.96355	-63.16019381	-43.92447031	-32.80101182	-26.21725925	-23.55507031	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.52E-05
18598.76555	-63.1020427	-43.73086969	-32.35680644	-25.97361972	-23.46734467	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18599.56764	-63.31849139	-43.63500199	-32.53475504	-26.05349522	-23.33224737	2.33E-05	2.08E-05	1.86E-05	1.64E-05	1.51E-05
18600.36962	-63.13199405	-43.8277037	-32.54889229	-26.09191684	-23.77077892	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18601.17164	-63.11338229	-43.68348512	-32.65839362	-26.03582454	-23.51149884	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
18601.97377	-63.14150436	-43.71829829	-32.56718311	-26.17484989	-23.54351652	2.33E-05	2.08E-05	1.85E-05	1.63E-05	1.52E-05
18602.77587	-63.1485687	-43.7811241	-32.6583841	-25.86020194	-23.60256688	2.33E-05	2.08E-05	1.84E-05	1.65E-05	1.52E-05
18603.57788	-63.14064413	-43.70415101	-32.53715142	-25.86751093	-23.62420837	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.50E-05
18604.3798	-63.14373245	-43.6653214	-32.72608038	-25.93620163	-23.49072824	2.33E-05	2.09E-05	1.84E-05	1.66E-05	1.51E-05
18605.18186	-63.12113981	-43.74715709	-32.69191774	-26.06341954	-23.40942422	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
18605.98393	-63.16507387	-43.81030945	-32.71240544	-26.14673739	-23.72701677	2.33E-05	2.08E-05	1.83E-05	1.65E-05	1.52E-05
18606.786	-63.19380228	-43.68104005	-32.54655463	-25.85774969	-23.33940803	2.33E-05	2.08E-05	1.84E-05	1.66E-05	1.50E-05
18607.5881	-63.18848938	-43.80442873	-32.57640716	-26.190281	-23.51061205	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18608.39012	-63.07247967	-43.79559609	-32.5932495	-26.04037183	-23.1950647	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18609.19215	-63.12585429	-43.86766419	-32.7555737	-26.35056926	-23.51894954	2.34E-05	2.08E-05	1.85E-05	1.65E-05	1.52E-05
18609.99419	-63.10628866	-43.81910793	-32.45961923	-26.24035834	-23.50574297	2.33E-05	2.08E-05	1.85E-05	1.63E-05	1.53E-05
18610.79615	-63.18435759	-43.81273426	-32.67970947	-25.98827365	-23.40040702	2.34E-05	2.07E-05	1.86E-05	1.64E-05	1.50E-05
18611.59817	-63.06242054	-43.68388904	-32.58198027	-26.15061055	-23.63865057	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
18612.40024	-63.06019861	-43.76473756	-32.6512852	-25.95791567	-23.36166817	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18613.20231	-63.19248942	-43.73532576	-32.49293237	-25.88603172	-23.34848374	2.34E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18614.00441	-63.13788226	-43.75231768	-32.60169929	-26.039307	-23.75098829	2.33E-05	2.09E-05	1.84E-05	1.65E-05	1.52E-05
18614.80647	-63.15605207	-43.77579746	-32.53779763	-26.05328972	-23.54789177	2.33E-05	2.09E-05	1.85E-05	1.63E-05	1.52E-05
18615.60852	-63.17612524	-43.68255551	-32.48329702	-26.1323379	-23.54613194	2.34E-05	2.08E-05	1.85E-05	1.65E-05	1.50E-05
18616.41058	-63.17481466	-43.74991848	-32.57581139	-26.21004367	-23.81977243	2.33E-05	2.07E-05	1.86E-05	1.64E-05	1.51E-05
18617.21259	-63.12334024	-43.66735404	-32.4886469	-26.07860984	-23.44015926	2.33E-05	2.08E-05	1.85E-05	1.63E-05	1.51E-05
18618.01473	-63.10605461	-43.83810349	-32.58826908	-25.8684073	-23.59460235	2.33E-05	2.08E-05	1.84E-05	1.63E-05	1.52E-05
18618.81677	-63.13814298	-43.81198166	-32.63667123	-25.90924779	-23.48591075	2.33E-05	2.08E-05	1.86E-05	1.63E-05	1.51E-05
18619.6188	-63.12125195	-43.66070083	-32.50695526	-26.12261188	-23.77880277	2.34E-05	2.08E-05	1.84E-05	1.65E-05	1.50E-05
18620.42085	-63.21709132	-43.77060707	-32.51849205	-26.31347684	-23.30099048	2.33E-05	2.09E-05	1.85E-05	1.65E-05	1.52E-05
18621.2229	-63.08755345	-43.73069301	-32.54191973	-26.22349465	-23.68519372	2.34E-05	2.08E-05	1.84E-05	1.64E-05	1.51E-05
18622.02486	-63.20441039	-43.70605287	-32.61754489	-25.95603337	-23.45729111	2.34E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18622.82686	-63.24009646	-43.89542537	-32.42186598	-26.04653955	-23.67122288	2.34E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18623.62896	-63.17301489	-43.71902197	-32.72698904	-25.94851212	-23.73601187	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.50E-05
18624.43105	-63.12014512	-43.73466748	-32.56593897	-25.9076873	-23.35301628	2.33E-05	2.08E-05	1.86E-05	1.65E-05	1.48E-05
18625.23306	-63.0839778	-43.74854325	-32.74981561	-25.94287855	-23.6557314	2.33E-05	2.08E-05	1.86E-05	1.63E-05	1.52E-05
18626.03515	-63.19862123	-43.80409292	-32.44303786	-26.00451829	-23.67027416	2.33E-05	2.07E-05	1.86E-05	1.64E-05	1.52E-05
18626.83719	-63.13117965	-43.66504675	-32.70400808	-26.07903169	-23.83320255	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18627.63922	-63.21278277	-43.61740337	-32.54520195	-26.12193791	-23.62822335	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.52E-05
18628.44119	-63.14888813	-43.60536415	-32.66675304	-26.01429229	-23.61095034	2.33E-05	2.08E-05	1.85E-05	1.65E-05	1.51E-05
18629.24324	-63.19774625	-43.85239667	-32.47909942	-25.95198049	-23.45920041	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.49E-05
18630.04532	-63.25472068	-43.80758828	-32.72503929	-26.06858498	-23.84187617	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18630.84736	-63.14130316	-43.75517007	-32.61743212	-26.11089389	-23.37387313	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.52E-05
18631.64949	-63.12246253	-43.73592246	-32.72506047	-25.98172709	-23.6353694	2.33E-05	2.07E-05	1.85E-05	1.64E-05	1.51E-05
18632.45149	-63.15539817	-43.6789739	-32.58488013	-25.7372543	-23.1443821	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.52E-05
18633.25352	-63.20185877	-43.7039421	-32.58074709	-26.16692938	-23.3276441	2.33E-05	2.08E-05	1.85E-05	1.64E-05	1.50E-05
18634.05549	-63.19162928	-43.69572204	-32.5922974	-26.09926468	-23.62902752	2.33E-05	2.08E-05	1.84E-05	1.64E-05	1.51E-05
18634.85752	-63.26137238	-43.75985967	-32.55152517	-26.04104036	-23.0604255	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
18635.65945	-63.14336941	-43.78589707	-32.42361138	-25.94868569	-23.61997765	2.33E-05	2.08E-05	1.86E-05	1.64E-05	1.51E-05
18636.46146	-63.19544547	-43.79893634	-32.50406537	-25.85378268	-23.73987575	2.33E-05	2.08E-05	1.86E-05	1.64E-05	1.50E-05
18637.26354	-63.24436341	-43.6287334	-32.38496812	-26.01684866	-23.39939678	2.34E-05	2.08E-05	1.85E-05	1.64E-05	1.51E-05
